"url","name","region","id","description","rating","cleanliness","accuracy","check_in","communication","guestSatisfaction","location","value","reviewCount","priceQualifier","cleaningFee","serviceFee","price","latitude","longitude"
"https://www.airbnb.com/rooms/1344014537777184627?search_mode=regular_search&adults=1&category_tag=Tag%3A4104&check_in=2025-03-11&check_out=2025-03-16&children=0&infants=0&pets=0&photo_id=2077839153&source_impression_id=p3_1741363945_P3KW2xr2FIxwjMnk&previous_page_section_name=1000","Charming Cottage Retreat, Juliasdale","Nyanga, Manicaland Province, Zimbabwe","1344014537777184627","Escape to our delightful wooden cabin, perfectly nestled among majestic msasa trees and stunning granite outcrops.Step into the sunlounge and soak in the views over the pristine miombo forest, where you can unwind and enjoy a morning coffee while listening to the symphony of nature. The towering granite monoliths of Susurumba guard this tranquil retreat, providing a breathtaking backdrop for your stay.Hiking the trails starts at your front door followed by evenings in front of the fire.","New","","","","","","","",1,"$55","","$43","$320",-18.3421,32.6271
"https://www.airbnb.com/rooms/32857814?search_mode=regular_search&adults=1&category_tag=Tag%3A8175&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&photo_id=775959422&source_impression_id=p3_1741363945_P3BLoMBtikZhBRfK&previous_page_section_name=1000","Modern Off-Grid Cottage + Stunning View, Vumba","","32857814","Experience majestic, 360-degree Vumba mountain views from a renovated, OFF-GRID modern farmhouse cottage. Located on a specialty coffee farm just 20 min from Mutare, this bright, open-plan cottage truly blurs indoor/outdoor living. Stargaze in the upstairs sleeping loft. Enjoy the famous Vumba mists from a private outdoor shower. Dine or relax on the wraparound veranda with family & friends. Lounge by the pool. Ideal for a quiet, quality getaway or a base to explore the Eastern Highlands.The spaceBefore we start, here are 4 THINGS PEOPLE LOVE about the Ruby-Hornbill Cottage:1 – It’s all about the VIEW. As you can see from the pictures of the listing, whether you’re having sundowners from the wrap-around veranda or watching the famous Vumba mists from the PRIVATE OUTDOOR SHOWER, the Ruby Hornbill Cottage has unparalleled views of the surrounding Vumba Mountains and Mozambican valleys below.2 – The property is FULLY SOLAR POWERED. If power cuts are getting you down, escape to our off-grid haven. We offer a solar geyser for hot water, a gas stove/oven, and solar for all the lights, fridge, and power needs. 3 – Forget about dated DÉCOR. Our cottage has been recently renovated and has a lot of character. Once a working greenhouse, the cottage has been converted into a bright, open-plan space and is tastefully decorated featuring original creations from Zimbabwean artisans. The elevated sleeping loft (with a queen size bed) offers a unique way to take in the sunrise, while you can stargaze from the studio lounge below-- it features an L-shaped sofa that converts into a deluxe queen size bed. The vintage woodburning stove is perfect for cozy winter’s evenings.4 – The COFFEE TERRACES and mature garden that surround the cottage are magical. It’s the perfect excuse to spend time outdoors with family and friends any time of the year. You may even spot a silvery-cheeked hornbill or some of our other resident wildlife. Take advantage of the POOL and gazebo area, relax in the loungers, or have an evening by the firepit/braai. When the wind is right, we highly recommend flying kites on the front lawn. The cottage is equipped with a TV and media library (movies, series, music). We encourage you to ""unplug"" during your stay, but it may be possible to access internet by phone at certain points in the property. The kitchen is furnished with a fridge/freezer, gas stove/oven, coffee press, and all the essentials required to unleash your culinary creativity. There is one bathroom downstairs with a bath and shower and a separate adjoining outdoor shower.Should you be traveling with children, arrangements can also be made for a baby cot, high chair, toys/books, etc… to make your little ones feel at home. A futon can also sleep 1-2 additional guests. A housekeeper is available to clean the space daily, and the property and parking are secured with a perimeter fence and alarm system.","4.92","4.8","4.9","4.9","4.9",4.92,"4.9","4.8",130,"$184","$5","$145","$1,070",-19.05303,32.72622
"https://www.airbnb.com/rooms/947788635220468104?search_mode=regular_search&adults=1&category_tag=Tag%3A8186&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&photo_id=1709732644&source_impression_id=p3_1741363945_P38VvgFq8sRZMNdS&previous_page_section_name=1000","Java House- Modern, MicroCabin","Bvumba Mountains, Manicaland Province, Zimbabwe","947788635220468104","Take it easy at this unique and tranquil getaway. Experience majestic, 360-degree Vumba mountain views in this modern micro-cabin.Located on a specialty coffee farm just 20 min from Mutare, this bright, brand-new cabin truly blurs indoor/outdoor living. Stargaze directly from your bed and witness mountain sunrises and sunsets. Dine or relax on the floating deck with family & friends. Lounge by the pool. Ideal for a quiet, quality getaway or a base to explore the Eastern Highlands.","4.82","4.9","4.9","4.9","4.8",4.82,"5.0","4.6",11,"$125","$5","$99","$729",-19.0833,32.75
"https://www.airbnb.com/rooms/37893308?search_mode=regular_search&adults=1&category_tag=Tag%3A677&check_in=2025-03-21&check_out=2025-03-26&children=0&infants=0&pets=0&photo_id=837059441&source_impression_id=p3_1741363945_P3U0c0EV3JobyS0Y&previous_page_section_name=1000","Polished Cottage","","37893308","Msasa Cottage is located in a secure, secluded spot on the top of Emerald Hill, ten minutes from the Harare CBD. This quaint private cottage offers guests a home away from home, with a spacious fully fenced private garden, veranda, lounge and fully equipped kitchen. Owners live on property and access to the pool area is available on request. The cottage is equipped with a solar inverter, solar geyser, and backup generator facilities ensuring hot water and electricity during power outages.The spaceBasic cleaning service included. Laundry and private driver services available on request. Bicycle hire available on request. Please note that the double bed can be switched for 2 single beds with 48 hours notice.Guest accessThis private cottage is fully fenced and separate from the main house. The parking area and laundry area are shared. Access to the pool is available on request.","4.92","4.9","5.0","4.9","5.0",4.92,"4.9","5.0",66,"$40","","$31","$231",-17.77338,31.02696
"https://www.airbnb.com/rooms/1273144445758860370?search_mode=regular_search&adults=1&check_in=2025-03-23&check_out=2025-03-28&children=0&infants=0&pets=0&source_impression_id=p3_1741363945_P3leGV1w4QlY7iWO&previous_page_section_name=1000","Harare North, Shawasha Hills, Gletwyn. WiFi, Solar","Harare East, Mashonaland East Province, Zimbabwe","1273144445758860370","Unlimited WiFi, Hybrid Solar system, Solar geyser. This cozy, Tiny one bed apartment is a compact, minimalist retreat with clever space-saving designs, that invite natural light, and a cozy, intimate atmosphere, nestled in a peaceful natural setting. A cosy getaway and recharge haven. It has a fully functioning kitchen with an oven, fridge and microwave.","4.68","4.8","4.5","4.9","5.0",4.68,"4.8","4.7",22,"$27","","$21","$155",-17.7617,31.1885
"https://www.airbnb.com/rooms/4040223?search_mode=regular_search&adults=1&category_tag=Tag%3A8102&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&photo_id=2098973034&source_impression_id=p3_1741363945_P3r3KmXhqd9a6y-K&previous_page_section_name=1000","Baobab House, Tranquil Urban Retreat","","4040223","Welcome to our charming urban homestead! While we don't have goats or cows, our property boasts a thriving vegetable garden and delightful chickens that lay fresh, beautiful eggs. We offer self-catering and are happy to provide you with any of our inseason vegetables, fruit, and eggs for you to enjoy. Perfect for guests seeking a peaceful retreat with a touch of farm-to-table charm!The spaceOur light and airy room features a comfy queen bed and a day bed which is a full-size single bed (can be used as a bed or as a couch), a desk, and an ensuite bathroom. Attached to your suite is your own veranda, on which you will find a lovely tea table and chairs facing our beautiful garden. Or you can have your meals on a wooden table and bench in our communal area.To address Zimbabwe's electricity challenges, we've installed a solar system capable of powering most appliances except those with elements like toasters or kettles. Our solar geyser ensures hot water availability, while a backup generator is available for cloudy days when solar energy may be limited.Guests also enjoy complimentary amenities such as free parking and WiFi access. Experience comfort and sustainability in a serene setting during your stay with us.Guest accessYou have access to a lovely garden in which to relax, a large vegetable garden from which you can pick fresh vegetables and occasionally fruit. A large picnic table is available from which you can have your meals. We have free parking within the property which is safe and secure.Other things to noteWe do have a large German Shepard, Elsa and a smaller German Shepard Mix, Savy, and a huge bumbling German Shepard puppy Sophie - they LOVE people and are sometimes a bit too friendly but we will be there to make sure you don't get sniffed and licked to death!! :) We have two cats who range from very friendly to one who will look at you with such disdain you will probably wonder if you have something stuck in your teeth! :) Please be careful when driving into our yard as our pets do think they own the driveway!WI-FI good speed.","4.93","4.9","4.9","4.9","4.9",4.93,"4.9","4.9",30,"$30","$5","$24","$179",-20.18823,28.58148
"https://www.airbnb.com/rooms/17111675?search_mode=regular_search&adults=1&category_tag=Tag%3A5635&check_in=2025-03-17&check_out=2025-03-22&children=0&infants=0&pets=0&photo_id=340590410&source_impression_id=p3_1741363945_P3ESGCVoC2XrBcbv&previous_page_section_name=1000","Springhide - a scenic cottage retreat in Troutbeck","","17111675","Set in 10 hectares of garden overlooking Nyanga Downs & sleeping up to 10 people, Springhide is the ultimate holiday destination.The cottage has 2 'queen' bedrooms (1 en-suite), a double/twin bedroom with extra beds for children, a mezzanine floor sleeping 2-3, a tented room & a cot.Although self-catering, Rusiah & Simon will look after your needs - cooking delicious dinners whilst you relax in a hot bath.Prices start @$80/night for 2 people sharing. Additional guests will be charged.The spaceThe Nyanga area is famous for its power cuts but with a backup generator at Springhide you will be guaranteed not to be left in the dark (bring your own petrol). Whether you want to relax and read a book or set out to explore the Nyanga National Park this cottage is ideally located to let you do either. Close by, you can do pony trekking, golf, tennis and even volleyball. For those with a sweeter tooth you can visit the local dairy to experience beautiful ice cream and milkshakes. You can even do a daytrip to the new Skywalk and zipline on Mtarazi Falls.The famous Nyanga National Park is home to all sorts of animals and its rugged landscape will take your breath away.We do recommend using a 4x4 (4WD) vehicle to access Springhide.Guest accessWhen you book Springhide you book the whole cottage, no rooms are closed off.We provide all bed linen and towels and there is one cot and highchair available for infants.We also provide a gas BBQ (braai) for use by our guests.Pricing starts @$70 but does increase with the number of visitors. Please message us for a tailor made quote.Other things to noteDiscounts available for larger parties - contact me for more information","4.85","4.8","4.7","4.9","4.8",4.85,"5.0","4.7",46,"$80","","$63","$463",-18.17912,32.80983
"https://www.airbnb.com/rooms/53718535?search_mode=regular_search&adults=1&category_tag=Tag%3A8525&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&photo_id=1300547239&source_impression_id=p3_1741363945_P345ZUUIbjoqFKAg&previous_page_section_name=1000","Doehan Sleeper with ensuite bathroom & fine views","","53718535","A neat, smart and affordable private room with own en-suite bathroom on the ground floor of a family house located in Highlands, a peaceful leafy suburb in Harare. The Doehan Sleeper is the perfect place to sleep for people on business trips, tourist visits or even solo date nights. Our guests love the comfortable bed, lovely backyard for sunny day relaxation, and home office or studying possibility courtesy of our power backup and the best wifi in Zimbabwe!The spaceThe house has an electric gate which opens to a neat garden with flowers, and parking space. The Doehan Sleeper is a private room on the ground floor with own entrance. The windows let in a good amount of sunlight and give a lovely view the of the front yard. There is a double bed, free wifi, (hot) water, power backup, lots of storage space and a coffee table with chairs. Guests can enjoy a warm bath in the ensuite bathroom which is fully equipped with a toilet, bath tub (shower head included) and windows. We also provide a kettle and tea :)**Please note** there’s no kitchen/cooking facility in the room, no TV, and there are dogs on the property. Nearby Places: Harare city centre is 6km away. Please scroll down to the neighbourhood section for more!Guest accessGuests have access to the Doehan Sleeper which is one room only not the whole house. However you are welcome to relax in the front yard. Please note we cannot give guests a remote control for the main gate so to enter and exit the premises use of the intercom or a simple text message to the hosts is required. Don’t worry it’s totally okay for guests to come and go as they please, there is no curfew, we are a phone call or text away :)Smoking outside is allowed but not indoors.During your stayDue to the Covid-19 pandemic we limit physical contact with guests, but we’ll be there to welcome you when you arrive! We can keep in touch, answer your questions, respond to requests and so on via Airbnb chat, text/calls/WhatsApp (0772143109), email (doehan.apartments@gmail.com), or FB and IG @ Doehan Apartments, whichever is best for you :)Other things to note⚠️ Temporary noise potential: we have young visitors in the main house adjacent to the Sleeper, it may get noisy so please bear with us during this time.Please note that there are resident dogs who are members of the host family and provide added security to the place. They are not vicious, don’t worry. However, it is important to consider that they tend to be playful, bark at night, and any unattended belongings left by guests will be left to their mercy. So to avoid damage, please do not leave your belongings unattended outside.Feel free to contact the host if you need to make special arrangements. Perhaps you are new to the city and need guidance on how to plan your vacation. Get in touch today, satisfaction guaranteed!PS after your stay with us, kindly leave a review on our Fb page, Doehan Apartments, too!","4.85","4.9","4.8","4.9","4.8",4.85,"4.8","4.8",82,"$25","","$20","$145",-17.80528,31.08826
"https://www.airbnb.com/rooms/1279052021715601066?search_mode=regular_search&adults=1&category_tag=Tag%3A4104&check_in=2025-03-11&check_out=2025-03-16&children=0&infants=0&pets=0&photo_id=2020981566&source_impression_id=p3_1741363947_P3GiFnB66JvvPb-_&previous_page_section_name=1000","Jacaranda Outside - Folding Bed","Mutare, Manicaland Province, Zimbabwe","1279052021715601066","Our Jacaranda option is our most budget-friendly choice, perfect for travelers who are only staying for a single night, perhaps crossing the border into Mozambique. It's an outdoor space featuring a foldable sofa, comfortably accommodating up to two people. Privacy is provided by some curtains. As it's a communal area during the day, it's best suited for short stays, ideally just for one night.","No reviews yet","","","","","","","","","$11","","","$55",-18.97453,32.67229
"https://www.airbnb.com/rooms/868644726611051718?search_mode=regular_search&adults=1&category_tag=Tag%3A8102&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&photo_id=1627228392&source_impression_id=p3_1741363947_P3l42EZYx8asfyNc&previous_page_section_name=1000","Tranquil Retreat in the hills","","868644726611051718","You won’t want to leave this charming, one-of-a-kind place. The tranquil splendour and breathtaking views are the main attractions at Matopo Ingwe Lodge. The Matopo Hills are a scenic area of granite whalebacks and castle kopjes, combining ancient and recent history with abundant wildlife and scenic views to offer you a relaxing getaway from city life. The hills also hold numerous rock paintings that depict animal and human figures that date back to the Early Stone Age.","4.67","4.8","4.8","4.8","5.0",4.67,"4.8","4.6",12,"$52","","$41","$301",-20.446,28.4883
"https://www.airbnb.com/rooms/1332679792024000968?search_mode=regular_search&adults=1&category_tag=Tag%3A5635&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&photo_id=2067296909&source_impression_id=p3_1741363947_P3q2zDsULoKNFwTg&previous_page_section_name=1000","The Cozy Place","Gweru, Midlands Province, Zimbabwe","1332679792024000968","Nestled in the serene neighborhood of Windsor Park in Gweru, this Cozy One-Room Airbnb offers a unique blend of comfort and convenience. Ideal for solo travelers, the space is thoughtfully designed to provide a warm and welcoming atmosphere. Its location offers easy access to Gweru’s key attractions, yet ensures a peaceful retreat away from the city’s hustle. Whether you are visiting for business or leisure, this charming space promises a unique and authentic experience in the heart of Zimbabwe.","5.0","5.0","4.7","5.0","5.0",5,"5.0","5.0",3,"$25","","$20","$146",-19.46194975690313,29.84132663032608
"https://www.airbnb.com/rooms/754038143586429807?search_mode=regular_search&adults=1&category_tag=Tag%3A4104&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&photo_id=1521865505&source_impression_id=p3_1741363947_P3ZQ7rjlZrdPm1lR&previous_page_section_name=1000","Kayse Juliasdale Off-Grid Cottage","","754038143586429807","Relax and Unwind at This Peaceful Getaway in JuliasdaleThe spaceTake it easy at this peaceful and unique retreat, tucked away in nature’s embrace. The property offers a calm escape with serene walkways, perfect for anyone who loves to stroll and be surrounded by the beauty of the outdoors.Enjoy the tranquility of the JG Dam, accessible to residents, where you can unwind by the water. You may even catch a glimpse of game animals wandering into the village, adding an extra touch of magic to this charming area.This beautiful spot is the ideal place for those looking to relax, unwind, and enjoy some quality time in a tranquil setting. The cottage features two full bedrooms, and the loft is designed to be a fun, cozy space for children, with four single beds—an ideal spot for younger guests to enjoy their own space while still being close to the family.We can’t wait to welcome you to this tranquil hideaway, where nature meets comfort.Guest accessYou will be able to access the 2.5ha of the property.","4.77","4.8","4.7","4.4","4.6",4.77,"4.8","4.9",52,"$59","$10","$48","$353",-18.3709,32.6673
